App,Category,Rating,Reviews,Size_MB,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Revenue,Description,Sentiment_Subjectivity
"view.com.au - Buy, Rent or Research Real Estate",LIFESTYLE,3.1,212,12,50000,Free,0,Everyone,Lifestyle,26-09-17,2.1.4,4.1,0,"view.com.au - Buy, Rent or Research Real Estate",0.3
Au Weather Free,WEATHER,4,1185,5,100000,Free,0,Everyone,Weather,18-06-18,2.47.2,2.3,0,Au Weather Free,0.8
BringGo AU & NZ,MAPS_AND_NAVIGATION,2.8,440,23,10000,Paid,0.99,Everyone,Maps & Navigation,10-05-18,2.5.9,2.3,9900,BringGo AU & NZ,0
AU Spark,FAMILY,3.7,681,8.2,10000,Free,0,Everyone,Education,01-08-18,5.06,4.4,0,AU Spark,0
Rugby AU,SPORTS,2.7,17,14,1000,Free,0,Everyone,Sports,21-12-17,1.0.0,4.1,0,Rugby AU,0
Learners Test Free: AU Driver Knowledge Test (DKT),FAMILY,3.9,623,8.5,100000,Free,0,Everyone,Education,26-03-18,3.5,4.1,0,Learners Test Free: AU Driver Knowledge Test (DKT),0.8
Au-allstar for KR,GAME,3.6,2433,47,100000,Free,0,Everyone,Music,15-06-18,1.6.4,4.3,0,Au-allstar for KR,0
STUCOR - AU,FAMILY,4.5,1827,12,100000,Free,0,Everyone,Education,05-06-18,1.3,4.1,0,STUCOR - AU,0
loans.com.au Smart Money,FINANCE,3.5,30,17,1000,Free,0,Everyone,Finance,27-05-18,1.4.0,4.1,0,loans.com.au Smart Money,0.642857143
AU Students Zone (Result 2016),FAMILY,4,97,3.9,10000,Free,0,Everyone,Education,01-07-16,1.1,4,0,AU Students Zone (Result 2016),0
AU Results 2017 Auzone,FAMILY,3.8,762,4.1,100000,Free,0,Everyone,Education,01-02-17,2,4,0,AU Results 2017 Auzone,0
Au Pair,SOCIAL,3.6,58,15,10000,Free,0,Everyone,Social,14-08-17,1.3.0,4.2,0,Au Pair,0
AU Call Blocker - Block Unwanted Calls Texts 2018,COMMUNICATION,4.2,16,3.3,1000,Free,0,Everyone,Communication,24-04-18,1.0.4,4.1,0,AU Call Blocker - Block Unwanted Calls Texts 2018,0
realcommercial.com.au,BUSINESS,4.4,128,6.7,50000,Free,0,Everyone,Business,26-06-18,2.6.1,5,0,realcommercial.com.au,0
Powershop AU,TOOLS,4,498,11,10000,Free,0,Everyone,Tools,12-07-18,1.35.1,4,0,Powershop AU,0
Australia Newspapers - AU News Apps,NEWS_AND_MAGAZINES,4.7,48,4.1,1000,Free,0,Everyone,News & Magazines,08-07-18,7.0.0,4,0,Australia Newspapers - AU News Apps,0
Dance On Mobile,FAMILY,4.1,23609,31,1000000,Free,0,Teen,Casual,13-04-18,1.26,4,0,Dance On Mobile,0
Super Dancer VN,GAME,4,24312,25,500000,Free,0,Everyone,Music,22-07-18,3.3,4,0,Super Dancer VN,0.666666667
Neuvaine au Saint-Esprit,LIFESTYLE,4.7,57,5.8,10000,Free,0,Everyone,Lifestyle,18-09-17,1.1,4,0,Neuvaine au Saint-Esprit,0
allhomes.com.au,HOUSE_AND_HOME,3.8,874,12,100000,Free,0,Everyone,House & Home,01-08-18,5.13.1,4.3,0,allhomes.com.au,0
Jobs in Canada - Emplois au Canada,BUSINESS,5,2,14,1000,Free,0,Teen,Business,05-08-18,1.1,4.2,0,Jobs in Canada - Emplois au Canada,0
Predator Calls for Hunting AU,SPORTS,4.4,27,78,10000,Free,0,Everyone,Sports,03-08-16,1,4,0,Predator Calls for Hunting AU,0
Love Dance,GAME,4,29462,44,1000000,Free,0,Teen,Music,14-06-18,1.1.7,4,0,Love Dance,0.6
Avatar Musik,GAME,3.8,159063,85,1000000,Free,0,Everyone,Music,09-02-18,0.8.0,4,0,Avatar Musik,0
Job'Of - Emploi au Cameroun,BUSINESS,4.1,294,9.8,10000,Free,0,Everyone,Business,05-07-18,4.1.2,4,0,Job'Of - Emploi au Cameroun,0
Mali 7 - Actualités au Mali,NEWS_AND_MAGAZINES,4.3,697,5.7,50000,Free,0,Everyone,News & Magazines,08-04-17,2.4,4.1,0,Mali 7 - Actualités au Mali,0
Total AV,PRODUCTIVITY,3.4,617,46,100000,Free,0,Everyone,Productivity,17-04-18,1.5.3,4.1,0,Total AV,0.75
日本AV历史,BOOKS_AND_REFERENCE,4.1,215,30,10000,Free,0,Teen,Books & Reference,06-03-18,1.2,4,0,日本AV历史,0
AV Buddy Free,FAMILY,4.1,25,47,5000,Free,0,Everyone,Education,08-03-17,1.2,4.1,0,AV Buddy Free,0.8
AV HD Video Player,FAMILY,3.8,6,23,1000,Free,0,Everyone,Entertainment,19-01-18,1,4.4,0,AV HD Video Player,0
Avakin Life - 3D virtual world,FAMILY,4.4,1275373,91,10000000,Free,0,Teen,Role Playing,03-07-18,1.021.10,4.1,0,Avakin Life - 3D virtual world,0
AV-IPTV,VIDEO_PLAYERS,4.4,43,44,1000,Free,0,Everyone,Video Players & Editors,27-04-18,1,4.1,0,AV-IPTV,0
"HD Video Player (wmv,avi,mp4,flv,av,mpg,mkv)2017",VIDEO_PLAYERS,3.3,171,4.8,10000,Free,0,Everyone,Video Players & Editors,10-08-17,1.1,4.1,0,"HD Video Player (wmv,avi,mp4,flv,av,mpg,mkv)2017",0
Baby Monitor AV,COMMUNICATION,3.3,1434,9.5,100000,Free,0,Everyone,Communication,06-03-14,1.2.5,2.3,0,Baby Monitor AV,0
HD Video Player - Video & MP3 Player | AV Player |,VIDEO_PLAYERS,4.4,22,19,5000,Free,0,Everyone,Video Players & Editors,06-03-18,1.0.1,4,0,HD Video Player - Video & MP3 Player | AV Player |,0
Remote for Onkyo AV Receivers & Smart TV/Blu-Ray,TOOLS,3.7,701,7.3,100000,Free,0,Everyone,Tools,31-07-18,Cow V3.15,4.3,0,Remote for Onkyo AV Receivers & Smart TV/Blu-Ray,0.421428571
LG AV REMOTE,TOOLS,3.4,2420,1.8,1000000,Free,0,Everyone,Tools,03-06-16,1.1.8,2.3,0,LG AV REMOTE,0.2
App Seguridad AV Villas,FINANCE,2.3,251,5.7,50000,Free,0,Everyone,Finance,12-10-17,1.0.5,4,0,App Seguridad AV Villas,0
Gogo Vision (Biz Av),FAMILY,3.3,11,7.3,1000,Free,0,Teen,Entertainment,23-08-17,3.4.0,4.1,0,Gogo Vision (Biz Av),0
Ai-Ball AV Recorder,PHOTOGRAPHY,2.7,90,4,5000,Paid,2.99,Everyone,Photography,19-10-17,13,2.3,14950,Ai-Ball AV Recorder,0
Norton Security and Antivirus,TOOLS,4.6,1170641,26,10000000,Free,0,Everyone,Tools,26-07-18,4.2.1.4174,4.1,0,Norton Security and Antivirus,0
AV Pro Voice Changer,FAMILY,3.5,174,5.6,50000,Free,0,Everyone,Entertainment,29-06-16,1.0.3,4,0,AV Pro Voice Changer,0
Remote For Pioneer AV Receivers and Blu-Ray,TOOLS,3.4,150,7.3,50000,Free,0,Everyone,Tools,01-06-18,Cow V3.11,4.1,0,Remote For Pioneer AV Receivers and Blu-Ray,0.2
AV Phonetics,FAMILY,4.3,259,49,10000,Free,0,Everyone,Education,22-02-17,1.3.2,4,0,AV Phonetics,0
AV MAX,LIFESTYLE,4.1,9,8.7,1000,Free,0,Everyone,Lifestyle,18-07-18,7.2.2,4.1,0,AV MAX,0
Kaspersky Mobile Antivirus: AppLock & Web Security,TOOLS,4.7,2598579,49,50000000,Free,0,Everyone,Tools,24-07-18,11.17.4.1024,4.1,0,Kaspersky Mobile Antivirus: AppLock & Web Security,0
"Mobile Security: Antivirus, Web Scan & App Lock",PRODUCTIVITY,4.4,574719,20,10000000,Free,0,Everyone,Productivity,16-07-18,5.0.0.1442,4.1,0,"Mobile Security: Antivirus, Web Scan & App Lock",0
MyAV Remote for Denon & Marantz AV Receivers,LIFESTYLE,3.8,250,7.3,50000,Free,0,Everyone,Lifestyle,31-07-18,Cow V3.15,4.3,0,MyAV Remote for Denon & Marantz AV Receivers,0.2
EML UPnP-AV Control Point,VIDEO_PLAYERS,3,78,0.314453125,10000,Free,0,Everyone,Video Players & Editors,19-09-13,1.3,1.6,0,EML UPnP-AV Control Point,0
Kinot & Eichah for Tisha B'Av,BOOKS_AND_REFERENCE,4.4,98,6.3,10000,Free,0,Everyone,Books & Reference,04-08-14,1.5,2.2,0,Kinot & Eichah for Tisha B'Av,0
Samsung TV AV Guide 2016,TOOLS,4.2,27,3.4,5000,Free,0,Everyone,Tools,17-05-16,1.1.6,4,0,Samsung TV AV Guide 2016,0
Professional AV Solution & Products information,PRODUCTIVITY,4.5,24,22,1000,Free,0,Everyone,Productivity,12-07-17,2.0.1,4.2,0,Professional AV Solution & Products information,0.1
AV High School District,FAMILY,3.5,91,25,10000,Free,0,Everyone,Education,05-04-18,5.2.002,4.1,0,AV High School District,0.54
Bitdefender Antivirus Free,TOOLS,4.5,78629,6.3,1000000,Free,0,Everyone,Tools,20-07-18,3.4.406,4,0,Bitdefender Antivirus Free,0.8
DEER HUNTER 2018,GAME,4.3,955614,82,10000000,Free,0,Teen,Action,26-06-18,5.1.2,3,0,DEER HUNTER 2018,0
Kinot Tisha'a Be'av - Ashkenaz,LIFESTYLE,4.5,82,8.7,5000,Free,0,Everyone,Lifestyle,26-07-15,2.1,2.3,0,Kinot Tisha'a Be'av - Ashkenaz,0
"Avast Cleanup & Boost, Phone Cleaner, Optimizer",TOOLS,4.5,648380,24,10000000,Free,0,Everyone,Tools,01-08-18,4.6.4,4.1,0,"Avast Cleanup & Boost, Phone Cleaner, Optimizer",0
Aw Restaurant,FAMILY,4.8,4,43,100,Free,0,Everyone,Casual,06-02-18,1,4,0,Aw Restaurant,0
AW Screen Recorder No Root,VIDEO_PLAYERS,4.3,1659,3.7,100000,Free,0,Everyone,Video Players & Editors,06-07-17,1.1,5,0,AW Screen Recorder No Root,0
A&W Restaurants,FOOD_AND_DRINK,1.7,14,13,1000,Free,0,Everyone,Food & Drink,06-06-18,2.7.0,4.1,0,A&W Restaurants,0
AW Tozer Devotionals - Daily,BOOKS_AND_REFERENCE,4.2,8,3.9,5000,Free,0,Everyone,Books & Reference,07-10-16,1,2.3,0,AW Tozer Devotionals - Daily,0
Analog Clock AW Plus-7,TOOLS,4.2,725,3,100000,Free,0,Everyone,Tools,14-03-18,2,4.3,0,Analog Clock AW Plus-7,0
Analog Clock AW-7,TOOLS,4.3,2158,3,100000,Free,0,Everyone,Tools,07-03-18,2,4.3,0,Analog Clock AW-7,0
Armored Warfare: Assault,GAME,4,7718,46,100000,Free,0,Everyone,Action,02-08-18,1.0-a22936.127,5,0,Armored Warfare: Assault,0
Watch AW-7,TOOLS,4.2,249,3,50000,Free,0,Everyone,Tools,17-03-18,2,4.3,0,Watch AW-7,0
AW TeamUp,NEWS_AND_MAGAZINES,4.6,9,17,500,Free,0,Everyone,News & Magazines,04-06-18,1.0.3,4.1,0,AW TeamUp,0
Auction Wars : Storage King,GAME,4.1,29062,63,1000000,Free,0,Everyone,Casino,15-09-17,2.1,2.3,0,Auction Wars : Storage King,0
AW Training,FAMILY,4.6,11,17,1000,Free,0,Everyone,Education,05-07-18,3.3.2,4,0,AW Training,0
Digital Clock AW-7,TOOLS,4.1,484,2.9,100000,Free,0,Everyone,Tools,06-03-18,2,4.3,0,Digital Clock AW-7,0
Analog and Digital Clock AW-7,TOOLS,4,202,2.9,50000,Free,0,Everyone,Tools,15-03-18,2,4.3,0,Analog and Digital Clock AW-7,0
Analog Clock AW-7 PRO,TOOLS,3.3,40,2.7,1000,Paid,1.99,Everyone,Tools,07-03-18,2,4.3,1990,Analog Clock AW-7 PRO,0
AW Browser with Chrome Custom Tabs,TOOLS,4,9,4.7,500,Free,0,Everyone,Tools,17-05-18,2.7,6,0,AW Browser with Chrome Custom Tabs,0
Roman Clock AW-7,TOOLS,4.4,52,3,5000,Free,0,Everyone,Tools,17-03-18,2,4.3,0,Roman Clock AW-7,0
Square Analog Clock AW-7,TOOLS,4.2,294,3,50000,Free,0,Everyone,Tools,10-03-18,2,4.3,0,Square Analog Clock AW-7,0
AirWatch Agent,BUSINESS,3.1,20973,31,5000000,Free,0,Everyone,Business,01-08-18,8.2.0.84,4,0,AirWatch Agent,0
Tozer Devotional -Series 1,BOOKS_AND_REFERENCE,5,5,4.3,1000,Free,0,Everyone,Books & Reference,08-10-16,1,2.3,0,Tozer Devotional -Series 1,0
Modern Action Commando 3D,GAME,4.2,492,63,100000,Free,0,Teen,Action,06-04-17,1,4,0,Modern Action Commando 3D,0.2
HCP Anywhere,BUSINESS,4.7,114,8.6,5000,Free,0,Everyone,Business,30-03-18,3.1.0.2,4.3,0,HCP Anywhere,0
Call of Duty®: Heroes,GAME,4.4,1604146,57,10000000,Free,0,Teen,Action,27-06-18,4.8.0,4.1,0,Call of Duty®: Heroes,0
Amber Weather,WEATHER,4.4,260137,13,10000000,Free,0,Everyone 10+,Weather,16-07-18,3.8.1,4.1,0,Amber Weather,0
Advanced Warfare Guns,FAMILY,2.9,2079,5.6,100000,Free,0,Everyone,Entertainment,06-06-15,1.2.2,3,0,Advanced Warfare Guns,0.6
Video Editor,VIDEO_PLAYERS,3.8,1156,23,100000,Free,0,Everyone,Video Players & Editors,20-10-15,1.3.9b,4.3,0,Video Editor,0
The Pursuit of God,BOOKS_AND_REFERENCE,4.8,6,1.6,1000,Free,0,Everyone,Books & Reference,14-02-17,5,3,0,The Pursuit of God,0
Food-Aw - Order Food Online in Aruba,FOOD_AND_DRINK,5,1,24,100,Free,0,Everyone,Food & Drink,05-04-18,10,4.1,0,Food-Aw - Order Food Online in Aruba,0
F05WatchFace for Android Wear,PRODUCTIVITY,3.9,127,5.9,1000,Paid,0.99,Everyone,Productivity,24-12-17,7.0.1,4.3,990,F05WatchFace for Android Wear,0
Anime Expo 2018,FAMILY,4.7,54,44,10000,Free,0,Everyone,Entertainment,08-06-18,2.1,5,0,Anime Expo 2018,0
Adventure Xpress,FAMILY,4.2,24775,30,100000,Free,0,Everyone 10+,Puzzle,12-10-15,1.2.1,2.3,0,Adventure Xpress,0
AXE.IO - Brutal Survival Battleground,GAME,4.2,3845,76,500000,Free,0,Everyone 10+,Arcade,03-08-18,1.6.1,4.1,0,AXE.IO - Brutal Survival Battleground,1
Dynamics AX,BUSINESS,3.7,244,0.953125,10000,Free,0,Everyone,Business,26-10-15,3.3,2.3,0,Dynamics AX,0
AX Player -Nougat Video Player,VIDEO_PLAYERS,4.1,15765,10,1000000,Free,0,Everyone,Video Players & Editors,12-09-14,2,2.2,0,AX Player -Nougat Video Player,0
Armani Exchange Connected,LIFESTYLE,4.1,305,44,10000,Free,0,Everyone,Lifestyle,04-07-17,1.5.0,4.4,0,Armani Exchange Connected,0
Axe Champ,GAME,3.8,141,19,10000,Free,0,Everyone,Arcade,26-05-18,1.0.6,4.1,0,Axe Champ,0
AX Battery Saver,FINANCE,4.6,4546,3,100000,Free,0,Everyone,Finance,08-02-18,1.2.3,4,0,AX Battery Saver,0
Axe Champion,GAME,4.4,21,15,5000,Free,0,Everyone,Arcade,28-05-18,0.1,4.1,0,Axe Champion,0
Vikings Stickman Axe Fighting,GAME,4.2,924,43,100000,Free,0,Everyone,Arcade,21-10-17,1.5.2,3,0,Vikings Stickman Axe Fighting,0
AX Video Player,VIDEO_PLAYERS,4.4,569,2.6,50000,Free,0,Everyone,Video Players & Editors,11-11-15,1.0.9,3,0,AX Video Player,0
Axetatic - Axe Throwing Game,GAME,4.6,29,31,1000,Free,0,Everyone 10+,Arcade,22-10-17,1.3.3,4.2,0,Axetatic - Axe Throwing Game,0.4
Axe Champs! Wars,GAME,5,8,25,50,Free,0,Everyone,Arcade,26-06-18,1.1,4.1,0,Axe Champs! Wars,0
Axe Knight,GAME,4.5,52,33,5000,Free,0,Everyone,Action,26-06-18,1.0.5,4.1,0,Axe Knight,0
Axxess AX-DSP,TOOLS,3.5,17,7.4,5000,Free,0,Everyone,Tools,04-06-18,3_1,4.4,0,Axxess AX-DSP,0
Axxess Updater,TOOLS,3.9,56,2.3,10000,Free,0,Everyone,Tools,19-12-16,1.3.2,3.1,0,Axxess Updater,0
The Vikings,GAME,4.4,15806,42,1000000,Free,0,Teen,Arcade,06-06-18,1.0.7,4.1,0,The Vikings,0
Knife&Axe Throwing,GAME,3.1,440,9.1,50000,Free,0,Everyone,Arcade,26-11-12,1.0.6,2.1,0,Knife&Axe Throwing,0
Stickman and Axe,GAME,4.4,69,2.8,50000,Free,0,Teen,Action,25-11-17,1,4,0,Stickman and Axe,0
Q7 SmartWatch,HEALTH_AND_FITNESS,3,94,30,10000,Free,0,Everyone,Health & Fitness,09-07-18,1.0.2,4.3,0,Q7 SmartWatch,0
Axe Man,GAME,3.7,53,14,1000,Free,0,Everyone,Adventure,23-02-15,3,2.3,0,Axe Man,0
Throw Knife,FAMILY,3.7,291,37,100000,Free,0,Everyone,Simulation,14-09-17,2.04,4.1,0,Throw Knife,0
Dead Zombie Evil Killer:Axe,GAME,3.9,71,52,10000,Free,0,Teen,Action,01-12-16,1.1,2.3,0,Dead Zombie Evil Killer:Axe,0.7
INTERACTIVE CALCULUS FOR MATHS AND PHYSICS,FAMILY,4.8,53,4.4,1000,Free,0,Everyone,Education,28-02-18,1.3,4,0,INTERACTIVE CALCULUS FOR MATHS AND PHYSICS,0
Zlax.io Zombs Luv Ax,GAME,4.6,6344,32,500000,Free,0,Everyone,Action,04-04-18,1.7,4.1,0,Zlax.io Zombs Luv Ax,0
AX Selfie,LIFESTYLE,4.6,10,3.4,500,Free,0,Everyone,Lifestyle,31-08-15,1.0.0,4,0,AX Selfie,0
Ax 3 Domaines,SPORTS,4.5,12,23,1000,Free,0,Everyone,Sports,26-01-18,5.0.3,4.2,0,Ax 3 Domaines,0
Clash of Axe: Flippy Lumberjack Action X,GAME,4.3,6,61,1000,Free,0,Everyone,Action,14-09-17,1.2,4,0,Clash of Axe: Flippy Lumberjack Action X,0.1
Flippy Axe : Flip The Knife & Axe Simulator,GAME,5,7,15,100,Free,0,Everyone,Arcade,27-09-17,1.1,4.2,0,Flippy Axe : Flip The Knife & Axe Simulator,0
Axe Clicker,FAMILY,4.3,10446,64,500000,Free,0,Everyone,Casual,13-07-18,1.0.142,4,0,Axe Clicker,0
Axe Wallpaper,PERSONALIZATION,4.7,9,12,100,Free,0,Teen,Personalization,03-02-17,2.6,4,0,Axe Wallpaper,0
Woodman Deluxe,GAME,4,82,4.4,5000,Free,0,Everyone,Action,06-07-15,1.0.2,2.3,0,Woodman Deluxe,0.9
Ay,VIDEO_PLAYERS,3.8,11,3.6,5000,Free,0,Teen,Video Players & Editors,04-05-18,1.0.261,2.3,0,Ay,0
A-Y Collection,SHOPPING,5,2,2.9,100,Free,0,Teen,Shopping,16-02-18,1.2,4.1,0,A-Y Collection,0
AY Sing,BOOKS_AND_REFERENCE,4.8,111,10,5000,Free,0,Everyone,Books & Reference,21-05-18,1.6.2,4.1,0,AY Sing,0
Ay Up,FAMILY,4.5,11,7.2,100,Free,0,Everyone,Entertainment,27-10-15,3.0.0,2.1,0,Ay Up,0
"AY Recorder - Screen Recorder, Live, Video Editor",TOOLS,4.3,12,3.8,500,Free,0,Everyone,Tools,15-05-17,2.2,5,0,"AY Recorder - Screen Recorder, Live, Video Editor",0.5
camera zoom moon,PHOTOGRAPHY,3.7,1213,1.1,500000,Free,0,Everyone,Photography,23-01-18,1.06,2.3,0,camera zoom moon,0
Ay Hasnain k Nana Milad Naat,BOOKS_AND_REFERENCE,4.3,72,1.9,10000,Free,0,Everyone,Books & Reference,21-12-15,1,2.3,0,Ay Hasnain k Nana Milad Naat,0
¡Ay Metro!,GAME,3.8,489,36,10000,Free,0,Everyone 10+,Arcade,17-03-15,1.0.3.1,4,0,¡Ay Metro!,0
Pinoy Kid Song Ako ay may Lobo,FAMILY,4.6,23,17,10000,Free,0,Everyone,Education,12-09-16,1,2.2,0,Pinoy Kid Song Ako ay may Lobo,0
Ay Mohabbat Teri Khatir Novel,BOOKS_AND_REFERENCE,4.2,27,4.3,10000,Free,0,Everyone,Books & Reference,30-01-18,1,4,0,Ay Mohabbat Teri Khatir Novel,0
Quran Khmer Offline AY,FAMILY,5,41,4,1000,Free,0,Everyone,Education,13-12-17,10.6,4.2,0,Quran Khmer Offline AY,0
Sun & Moon AR Locator,WEATHER,3.3,115,5.1,10000,Free,0,Everyone,Weather,23-02-17,1.4,4.1,0,Sun & Moon AR Locator,0
Display Phone Screen On TV,TOOLS,3.6,9895,2.7,1000000,Free,0,Everyone,Tools,03-02-17,2,4.2,0,Display Phone Screen On TV,0
San Andreas Crime Stories,GAME,4,162530,97,10000000,Free,0,Mature 17+,Racing,02-07-18,1.0.0.0,4.1,0,San Andreas Crime Stories,0
Masha and The Bear,FAMILY,4,39779,19,5000000,Free,0,Everyone,Video Players & Editors;Music & Video,05-08-16,4.0.1,4,0,Masha and The Bear,0
Miami crime simulator,GAME,4,254518,100,10000000,Free,0,Mature 17+,Action,09-07-18,2,4,0,Miami crime simulator,0
Strange Hero: Future Battle,GAME,4.2,88901,73,10000000,Free,0,Teen,Action,24-05-18,11.0.0,4,0,Strange Hero: Future Battle,0.1375
Gangster Town: Vice District,FAMILY,4.3,65146,100,10000000,Free,0,Mature 17+,Simulation,31-05-18,2.1,4,0,Gangster Town: Vice District,0
iMediaShare – Photos & Music,VIDEO_PLAYERS,4.2,104551,18,10000000,Free,0,Everyone,Video Players & Editors,19-12-17,1.0.10,2.2,0,iMediaShare – Photos & Music,0
Earth & Moon in HD Gyro 3D Parallax Live Wallpaper,PERSONALIZATION,4.5,66321,18,5000000,Free,0,Everyone,Personalization,11-06-18,2.4,4.1,0,Earth & Moon in HD Gyro 3D Parallax Live Wallpaper,0.5
Mad Day - Truck Distance Game,GAME,4.3,29270,44,5000000,Free,0,Everyone,Action,25-07-18,1.4.3,4,0,Mad Day - Truck Distance Game,0.7
AZ Browser. Private & Download,COMMUNICATION,4.4,1520,5.2,100000,Free,0,Everyone,Communication,31-12-16,1.4,4.4,0,AZ Browser. Private & Download,0.375
AZ Lottery Players Club,FAMILY,4.2,97,8.9,10000,Free,0,Everyone,Entertainment,09-07-18,2.0.0(9),4,0,AZ Lottery Players Club,0
AZ Plugin 2 (newest),LIBRARIES_AND_DEMO,4.2,11087,34,1000000,Free,0,Everyone,Libraries & Demo,16-03-17,4.1.4,5,0,AZ Plugin 2 (newest),0
Kids A-Z,FAMILY,4.2,26426,30,1000000,Free,0,Everyone,Education;Education,02-08-18,4.1.0,4.4,0,Kids A-Z,0
AZ Camera - Manual Pro Cam,PHOTOGRAPHY,3.4,2332,1.6,100000,Free,0,Everyone,Photography,28-08-15,2.2,5,0,AZ Camera - Manual Pro Cam,0
A-Z App Store,PRODUCTIVITY,3.2,2728,4.4,500000,Free,0,Everyone,Productivity,05-10-16,1.0.5,4.1,0,A-Z App Store,0
AZ Screen Recorder pro,TOOLS,4,60,3.7,5000,Free,0,Everyone,Tools,19-03-18,1,5,0,AZ Screen Recorder pro,0
Permit Test AZ Arizona MVD DOT,FAMILY,4.6,227,11,10000,Free,0,Everyone,Education,12-10-17,2.9.0,4.1,0,Permit Test AZ Arizona MVD DOT,0
AZ PLAYER HD,TOOLS,3.2,24,4.7,10000,Free,0,Everyone,Tools,11-04-16,1,2.2,0,AZ PLAYER HD,0
Long Realty AZ Home Search,LIFESTYLE,4.4,132,33,10000,Free,0,Everyone,Lifestyle,06-03-18,5.805.180306,4.1,0,Long Realty AZ Home Search,0.4
NB|AZ Mobile Banking,FINANCE,4,463,13,10000,Free,0,Everyone,Finance,05-04-18,4.2.31,4.2,0,NB|AZ Mobile Banking,0
Movie Downloader Torrent : Az Torrent,VIDEO_PLAYERS,4.7,70,14,1000,Free,0,Everyone,Video Players & Editors,07-07-18,1.9,4.1,0,Movie Downloader Torrent : Az Torrent,0
AZ Immune Related AEManagement,MEDICAL,3.7,3,7.3,500,Free,0,Everyone,Medical,24-05-18,1.4,3.2,0,AZ Immune Related AEManagement,0.4
AZ Rockets,GAME,4.2,162,37,10000,Free,0,Everyone,Arcade,25-05-18,1.2.1,4.1,0,AZ Rockets,0
NB|AZ Business Mobile Banking,FINANCE,4.1,44,13,1000,Free,0,Everyone,Finance,05-04-18,4.2.31,4.2,0,NB|AZ Business Mobile Banking,0
Az Content,FAMILY,3.5,24,13,10000,Free,0,Everyone,Entertainment,05-06-18,1.0.15,4.1,0,Az Content,0
Catalyst AZ,FAMILY,4.8,12,8.4,500,Free,0,Teen,Education,27-06-18,3.8.0,4.1,0,Catalyst AZ,0
Casino AZ/Talking Stick Resort,TRAVEL_AND_LOCAL,4.3,201,45,10000,Free,0,Everyone,Travel & Local,16-07-18,7.9.2.6,4.4,0,Casino AZ/Talking Stick Resort,0
Graffiti Letters (A-Z),LIFESTYLE,3.9,386,7.9,50000,Free,0,Everyone,Lifestyle,18-02-17,2.1.5,4,0,Graffiti Letters (A-Z),0
First Credit Union (AZ) Mobile,FINANCE,3.5,100,11,10000,Free,0,Everyone,Finance,13-06-17,3.0.830,4,0,First Credit Union (AZ) Mobile,0.333333333
Arizona Mobile,FAMILY,4.3,285,6.2,10000,Free,0,Everyone,Education,07-11-17,4.7,4.1,0,Arizona Mobile,0
AZ Mobile Gizmo,BUSINESS,4.4,16,3.7,1000,Free,0,Everyone,Business,02-04-18,3.4.4,4.2,0,AZ Mobile Gizmo,0
Az Video Status,FAMILY,4.8,13,6,100,Free,0,Everyone,Entertainment,02-08-18,1.0.4,4.1,0,Az Video Status,0
"Arizona Statutes, ARS (AZ Law)",BOOKS_AND_REFERENCE,3.9,9,8.8,1000,Free,0,Everyone,Books & Reference,18-10-17,1.6,4.4,0,"Arizona Statutes, ARS (AZ Law)",0
Explore Sedona & Northern AZ,TRAVEL_AND_LOCAL,3.8,43,22,10000,Free,0,Everyone,Travel & Local,07-03-17,16.51.1,2.3,0,Explore Sedona & Northern AZ,0
Arizona DMV Permit Test - AZ,FAMILY,4.2,109,30,10000,Free,0,Everyone,Education,15-02-18,6.0.3,4.4,0,Arizona DMV Permit Test - AZ,0
Oxford A-Z of English Usage,BOOKS_AND_REFERENCE,4,5300,11,1000000,Free,0,Everyone,Books & Reference,28-11-17,9.1.284,4.1,0,Oxford A-Z of English Usage,0
Cures A-Z,HEALTH_AND_FITNESS,4,265,4.1,100000,Free,0,Everyone,Health & Fitness,13-08-15,2.1,3,0,Cures A-Z,0
AZ Practice Test & Questions,FAMILY,4.4,13,3.4,1000,Free,0,Everyone,Education,23-03-17,1,2.3,0,AZ Practice Test & Questions,0
Arizona Trail,TRAVEL_AND_LOCAL,4.7,65,13,5000,Free,0,Everyone,Travel & Local,06-04-17,6.0.19,4.1,0,Arizona Trail,0
Ultrasound A-Z,FAMILY,4.5,112,39,10000,Free,0,Everyone,Education,05-06-18,1.5,4,0,Ultrasound A-Z,0
A-Z Punjabi Songs & Music Videos 2018,FAMILY,4.3,367,5.1,100000,Free,0,Everyone,Entertainment,17-05-18,1.0.19,4.1,0,A-Z Punjabi Songs & Music Videos 2018,0
Manga AZ - Manga Comic Reader,COMICS,3.3,126,4.7,5000,Free,0,Teen,Comics,24-07-18,1.0.4,4,0,Manga AZ - Manga Comic Reader,0.5
Barista Coffee Dictionary A-Z,LIFESTYLE,4.3,127,5.5,10000,Free,0,Everyone,Lifestyle,03-06-16,3.0.0,4.1,0,Barista Coffee Dictionary A-Z,0
Phoenix and Arizona Cameras,TRAVEL_AND_LOCAL,4.1,134,5.3,10000,Free,0,Everyone,Travel & Local,20-06-18,6.3.4,4,0,Phoenix and Arizona Cameras,0
AZ REMOTE CONTROL,TOOLS,2.1,149,2.8,50000,Free,0,Everyone,Tools,28-03-16,1.9,3.2,0,AZ REMOTE CONTROL,0.2
